,Eigenvector,Closeness,Degree,In-Degree,Out-Degree,Betweenness
SSD,4.7801773865039024e-05,0.38733033253079313,0.22317596566523606,0.22317596566523606,0.0,0.0
TJK,0.0010909112168681965,0.42537170447578176,0.31759656652360513,0.31759656652360513,0.0,0.0
TTO,0.003001396461741388,0.49626698855507867,0.45493562231759654,0.45493562231759654,0.0,0.0
BFA,0.00029316702237310716,0.463096471384173,0.7811158798283262,0.39914163090128757,0.38197424892703863,0.02206970549060234
URY,0.002955336946881653,0.4896280400572246,1.1072961373390557,0.44635193133047213,0.6609442060085837,0.004846825514281485
VEN,0.007686542465095655,0.5014908515925006,0.463519313304721,0.463519313304721,0.0,0.0
KAZ,0.0076016584774795505,0.4896280400572246,0.9656652360515021,0.44635193133047213,0.51931330472103,0.023420156874352522
UZB,0.002188899447847366,0.43909337236209733,0.34763948497854075,0.34763948497854075,0.0,0.0
BOL,0.0014980013280937786,0.44980183584204364,0.7725321888412017,0.37339055793991416,0.39914163090128757,0.0017019387302057126
BLZ,0.00040018755738518584,0.45196434466820734,0.6695278969957081,0.37768240343347637,0.2918454935622318,0.005771792215480243
SLB,9.275691548127392e-05,0.3900771107509839,0.463519313304721,0.23605150214592274,0.22746781115879827,0.05712594346603522
BRN,0.0011874812087834736,0.43724922646970754,0.6995708154506438,0.34763948497854075,0.351931330472103,0.04071703418676927
BDI,5.9038987967347634e-05,0.4196811771919068,0.5579399141630901,0.3090128755364807,0.24892703862660945,0.0340017759360663
CAF,4.329094311687396e-05,0.42731174404994143,0.47639484978540775,0.3261802575107296,0.15021459227467812,0.007122243599230428
COM,5.2813600658140906e-05,0.414275051315544,0.2918454935622318,0.2918454935622318,0.0,0.0
COD,0.0009268435507034699,0.46479639903695175,0.39914163090128757,0.39914163090128757,0.0,0.0
DMA,8.58093727684256e-05,0.4431779618724424,0.3562231759656652,0.3562231759656652,0.0,0.0
SLV,0.003920852720830682,0.4476599223380339,0.927038626609442,0.36909871244635195,0.5579399141630901,0.038941098120467664
ERI,6.5251677496725e-05,0.3986747355756281,0.2532188841201717,0.2532188841201717,0.0,0.0
FJI,0.0004538219521209692,0.42926293922825165,0.8154506437768241,0.33047210300429186,0.48497854077253216,0.027508509693651026
PSE,0.00011839632305495237,0.40003652634462605,0.5236051502145923,0.26180257510729615,0.26180257510729615,0.00482832618025751
GIB,0.0025256626173702666,0.42348116356700055,0.3133047210300429,0.3133047210300429,0.0,0.0
GRD,0.00010760999730873606,0.41790904299375053,0.30042918454935624,0.30042918454935624,0.0,0.0
HTI,0.0015106092188307818,0.4716993158543322,0.41201716738197425,0.41201716738197425,0.0,0.0
VAT,6.844708186446358e-06,0.37220024141630903,0.18025751072961374,0.18025751072961374,0.0,0.0
HND,0.005796520614214071,0.4541477472994547,0.8025751072961373,0.38197424892703863,0.4206008583690987,0.003995856149178629
ISL,0.0012778026051498553,0.4677043964725727,1.0085836909871244,0.40772532188841204,0.6008583690987125,0.0205342607666124
LAO,0.0010637974100536902,0.42926293922825165,0.6523605150214592,0.33047210300429186,0.3218884120171674,0.001886932070445464
LSO,8.439090121151845e-05,0.3986747355756281,0.2532188841201717,0.2532188841201717,0.0,0.0
MDG,0.000766308171908997,0.477200932441559,0.9914163090128756,0.4248927038626609,0.5665236051502146,0.0017019387302057126
MWI,0.00025739531911774373,0.4452488869279211,0.3605150214592275,0.3605150214592275,0.0,0.0
MNG,0.0008793416192668851,0.4434367155235241,0.6738197424892703,0.3605150214592275,0.3133047210300429,0.009342163682107444
MOZ,0.001298874711381075,0.49219153764914725,0.9484978540772532,0.45064377682403434,0.4978540772532189,0.00024049134231167676
NAM,0.0005779104786119488,0.4724049431707895,1.128755364806867,0.41630901287553645,0.7124463519313304,0.04937472250998964
NPL,0.0012888272797324176,0.463096471384173,0.9613733905579399,0.39914163090128757,0.5622317596566524,0.10820260470623057
CUW,0.00104312166663819,0.4559007741750005,0.38197424892703863,0.38197424892703863,0.0,0.0
ABW,0.0008989277159576915,0.43321927968196833,0.3948497854077253,0.33905579399141633,0.055793991416309016,0.0023679147550688174
VUT,7.586310714845561e-05,0.4107037146662721,0.2832618025751073,0.2832618025751073,0.0,0.0
NIC,0.0024318167585923216,0.463096471384173,0.9184549356223176,0.39914163090128757,0.51931330472103,0.07079695130975285
PNG,0.0008701194464328157,0.43909337236209733,0.34763948497854075,0.34763948497854075,0.0,0.0
PRY,0.0031819352546863153,0.46538902817320354,0.9742489270386266,0.4034334763948498,0.5708154506437768,0.004217848157466331
RWA,0.00026742310547894706,0.4563523480145006,0.8841201716738197,0.38626609442060084,0.4978540772532189,0.012413053130087316
LCA,0.000516559051956398,0.42156315556496465,0.5836909871244635,0.3133047210300429,0.2703862660944206,0.013079029154950421
VCT,0.00012385714262536397,0.4272792009084086,0.3218884120171674,0.3218884120171674,0.0,0.0
SOM,0.0004288844941509192,0.44112621204895885,0.351931330472103,0.351931330472103,0.0,0.0
ZWE,0.0004130297056992907,0.45196434466820734,0.7682403433476395,0.37768240343347637,0.3905579399141631,0.05768092348675447
SUR,0.00047310040635432986,0.44980183584204364,0.8025751072961373,0.37339055793991416,0.4291845493562232,0.00038848601450347785
ZMB,0.0005614661936361829,0.4788103608169604,0.4248927038626609,0.4248927038626609,0.0,0.0
BMU,0.0012186152299059855,0.42926293922825165,0.3905579399141631,0.33047210300429186,0.060085836909871244,0.025658576291253513
MSR,1.608771871339397e-05,0.3736598502061769,0.18454935622317598,0.18454935622317598,0.0,0.0
AIA,4.71704195570053e-05,0.3986747355756281,0.2532188841201717,0.2532188841201717,0.0,0.0
NIU,2.0385007584676927e-06,0.3477491306663325,0.10300429184549356,0.10300429184549356,0.0,0.0
ATA,3.928266231912755e-06,0.34522920942961993,0.09442060085836909,0.09442060085836909,0.0,0.0
ASM,1.3441435475949004e-05,0.3736598502061769,0.18454935622317598,0.18454935622317598,0.0,0.0
BTN,6.423104529705996e-05,0.3889112726635719,0.22746781115879827,0.22746781115879827,0.0,0.0
CXR,5.798850324807201e-06,0.33908634093443096,0.07296137339055794,0.07296137339055794,0.0,0.0
CCK,1.6229065884473875e-06,0.34274554605242846,0.08583690987124463,0.08583690987124463,0.0,0.0
COK,1.5099951999712864e-05,0.3857621935326928,0.21888412017167383,0.21888412017167383,0.0,0.0
FLK,2.0075058788528275e-05,0.3595594785002834,0.14163090128755365,0.14163090128755365,0.0,0.0
PYF,0.0003132874635989062,0.42537170447578176,0.31759656652360513,0.31759656652360513,0.0,0.0
KIR,2.647486146793154e-05,0.37304993528169494,0.30472103004291845,0.18884120171673818,0.11587982832618025,0.03759064673671748
GUM,0.00014532318915910078,0.39701359084406296,0.24892703862660945,0.24892703862660945,0.0,0.0
NRU,6.497577664583801e-06,0.36092144622187544,0.1459227467811159,0.1459227467811159,0.0,0.0
NCL,0.00042063180761923107,0.43114598100712725,0.33047210300429186,0.33047210300429186,0.0,0.0
NFK,2.0710818287471602e-06,0.3515987520390226,0.11587982832618025,0.11587982832618025,0.0,0.0
MNP,3.115656344600467e-05,0.37220024141630903,0.18025751072961374,0.18025751072961374,0.0,0.0
FSM,7.072112940781037e-05,0.37075199144970866,0.1759656652360515,0.1759656652360515,0.0,0.0
PLW,4.861986791351579e-05,0.36722103004291845,0.23605150214592274,0.17167381974248927,0.06437768240343347,0.07754920822850377
PCN,4.1298029709944294e-07,0.34151706739274235,0.0815450643776824,0.0815450643776824,0.0,0.0
GNB,3.124512696791383e-05,0.42537170447578176,0.31759656652360513,0.31759656652360513,0.0,0.0
TLS,0.00012792599374567609,0.38420670081683517,0.2145922746781116,0.2145922746781116,0.0,0.0
SHN,7.845184491021547e-06,0.36092144622187544,0.1459227467811159,0.1459227467811159,0.0,0.0
TON,4.21899269608705e-05,0.38266370201837396,0.21030042918454936,0.21030042918454936,0.0,0.0
TCA,0.00030747104324479286,0.39373248678750045,0.24034334763948498,0.24034334763948498,0.0,0.0
TUV,1.149146539700109e-05,0.36788904170878417,0.16738197424892703,0.16738197424892703,0.0,0.0
WLF,4.055359118363546e-06,0.3595594785002834,0.14163090128755365,0.14163090128755365,0.0,0.0
WSM,9.013830552644701e-05,0.3775445128152093,0.38626609442060084,0.2017167381974249,0.18454935622317598,0.04402841497706082
FRO,6.643880279028105e-05,0.38266370201837396,0.21030042918454936,0.21030042918454936,0.0,0.0
ATF,7.229757637213264e-06,0.36931496822703536,0.17167381974248927,0.17167381974248927,0.0,0.0
GRL,4.301381987981847e-05,0.3821487141910046,0.27467811158798283,0.2145922746781116,0.060085836909871244,0.039644072813378714
PRK,0.001623496795315684,0.4625401058377433,0.3948497854077253,0.3948497854077253,0.0,0.0
SXM,0.0007458698973928096,0.37513095197864216,0.18884120171673818,0.18884120171673818,0.0,0.0
BES,2.7131454606113162e-05,0.35421286915455436,0.12446351931330472,0.12446351931330472,0.0,0.0
UMI,5.224300673861838e-06,0.36092144622187544,0.1459227467811159,0.1459227467811159,0.0,0.0
BLM,2.218782645309333e-05,0.34648458837300045,0.09871244635193133,0.09871244635193133,0.0,0.0
SPM,1.9200798377098752e-05,0.34902293700576964,0.1072961373390558,0.1072961373390558,0.0,0.0
SMR,4.454537610299649e-05,0.3921121884879634,0.23605150214592274,0.23605150214592274,0.0,0.0
STP,1.038660629763323e-05,0.3837085048611719,0.2703862660944206,0.21888412017167383,0.05150214592274678,0.03688767204380642
ESH,4.2973002463310785e-07,0.34648458837300045,0.09871244635193133,0.09871244635193133,0.0,0.0
TKL,2.6871732492794744e-06,0.3515987520390226,0.11587982832618025,0.11587982832618025,0.0,0.0
BVT,2.1466879236802188e-06,0.331997427883537,0.047210300429184546,0.047210300429184546,0.0,0.0
IOT,9.048540539601181e-06,0.34274554605242846,0.08583690987124463,0.08583690987124463,0.0,0.0
SGS,1.5366803188275524e-07,0.3331582580509619,0.05150214592274678,0.05150214592274678,0.0,0.0
HMD,3.3269837595533473e-07,0.331997427883537,0.047210300429184546,0.047210300429184546,0.0,0.0
